City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,coihaique,-45.5752,-72.0662,44.55,93,75,3.44,CL,1649513598
313,cooma,-36.2333,149.1333,56.97,100,100,8.05,AU,1649513598
314,carauari,-4.8828,-66.8958,83.32,74,97,3.44,BR,1649513598
315,trinidad,-14.8333,-64.9,87.78,66,40,4.61,BO,1649513599
316,ancud,-41.8697,-73.8203,52.23,94,100,7.16,CL,1649513599
317,thunder bay,48.4001,-89.3168,31.28,54,5,5.01,CA,1649513599
318,panacan,9.2463,118.4082,79.18,80,29,1.05,PH,1649513599
319,lynn haven,30.2455,-85.6483,57.04,44,0,16.11,US,1649513600
320,carnarvon,-24.8667,113.6333,73.47,68,0,19.57,AU,1649513600
321,aklavik,68.2191,-135.0107,2.01,81,30,17.56,CA,1649513600
322,karpathos,35.507,27.2132,64.36,77,75,5.75,GR,1649513600
323,keningau,5.3378,116.1602,71.35,99,100,2.33,MY,1649513600
324,numan,9.4667,12.0333,105.19,22,100,6.93,NG,1649513600
325,buraydah,26.326,43.975,95.07,7,0,17.78,SA,1649513600
326,bandarbeyla,9.4942,50.8122,82.62,71,100,10.11,SO,1649513600
327,berlevag,70.8578,29.0864,35.4,98,100,28.86,NO,1649513601
328,bethel,41.3712,-73.414,53.02,77,20,3.44,US,1649513601
329,westport,41.1415,-73.3579,55.44,87,100,3.0,US,1649513602
330,axim,4.8699,-2.2405,85.84,69,100,10.09,GH,1649513602
331,lishu,43.3047,124.3278,56.89,21,73,8.86,CN,1649513602
332,amuntai,-2.4177,115.2494,73.11,98,100,1.12,ID,1649513602
333,lagoa,39.05,-27.9833,56.08,71,100,34.83,PT,1649513602
334,phan thiet,10.9333,108.1,77.49,74,100,4.76,VN,1649513492
335,iralaya,15.0,-83.2333,81.25,69,100,12.17,HN,1649513602
336,san benedetto del tronto,42.9456,13.8816,72.88,56,94,3.36,IT,1649513400
337,itoman,26.1247,127.6694,72.37,85,20,13.8,JP,1649513602
338,usoke,-5.1667,32.35,82.56,49,67,4.34,TZ,1649513602
339,beisfjord,68.3751,17.5988,42.85,79,99,3.27,NO,1649513602
340,itacare,-14.2775,-38.9967,82.81,62,10,6.67,BR,1649513602
341,zhigansk,66.7697,123.3711,6.19,91,84,9.75,RU,1649513603
342,sept-iles,50.2001,-66.3821,33.06,97,100,10.36,CA,1649513603
343,aurora,39.7294,-104.8319,56.91,28,75,14.97,US,1649513603
344,abbeville,50.1,1.8333,53.26,60,29,13.69,FR,1649513368
345,zhoucheng,35.9122,116.3117,70.97,57,0,10.85,CN,1649513603
346,ponta do sol,32.6667,-17.1,68.72,65,24,5.41,PT,1649513603
